Year,Month,Day,Hour,Minute,EMASignal,isPivot,CHOCH_pattern_detected,fibonacci_signal,LBD_detected,LBH_detected,SR_signal,isBreakOut,candlestick_signal,Trend,signal1,buy_signal,sell_signal,BB_signal,fractal_high,fractal_low,fractals_high,fractals_low,buy_signal1,Fractal_signal,sell_signal1,VSignal,PriceSignal,TotSignal,SLSignal,grid_signal,ordersignal,SLSignal_heiken,long_signal,martiangle_signal,Candle_direction,master_signal
2024,7,26,16,13,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,0,2,0,0,1,0,0
2024,7,26,16,14,2,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,1,2,0,0,1,0,0
2024,7,26,16,15,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,2,0,0,1,0,3
2024,7,26,16,16,1,2,0,0,0,0,0,1,2,0,2,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,2,0,0,0,1,2
2024,7,26,16,17,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,2,0,0,1,1,1
2024,7,26,16,18,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,0,2,0,0,0,1,0
2024,7,26,16,19,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,2
2024,7,26,16,20,2,0,0,2,0,0,0,1,2,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,2,1,0,0,0,1,1,1
2024,7,26,16,21,2,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2,0,2,0,0,0,1,0
2024,7,26,16,22,2,0,0,2,0,0,0,1,2,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,2,0,2,0,0,1,0,0
2024,7,26,16,23,2,0,0,2,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,3
2024,7,26,16,24,2,0,0,0,0,0,0,1,1,0,2,1,0,1,1,1,1,1,0,1,0,1,1,2,2,0,2,0,0,1,1,2
2024,7,26,16,25,2,0,0,0,0,0,0,1,2,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,2,0,2,0,0,0,1,1
2024,7,26,16,26,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,2,0,2,0,0,0,1,0
2024,7,26,16,27,2,1,0,2,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2,0,2,0,0,1,0,1
2024,7,26,16,28,2,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,2,0,2,0,0,0,1,0
2024,7,26,16,29,2,0,0,2,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2,0,2,0,0,0,0,2
2024,7,26,16,30,2,0,0,2,0,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,2,0,2,0,0,0,1,1
2024,7,26,16,31,2,0,2,0,0,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,2,0,2,0,0,0,1,0
